CountryName,"CountryCode","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
Myanmar,"MMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3333228175.42212","3348946382.21766","3485813551.97164","3951145083.56489","3718263847.95786","4115844769.08342","3916153089.07983","3684110880.31147","4128390344.11123","4264286266.68776","4476619177.51576","4661501868.33128","4775048659.43712","4728820233.05256","4981451575.58329","5188316772.8846","5503786990.3065","5831388166.40491","6211467377.00038","6534543030.90387","7053290217.82045","7501580034.72373","7921959309.83461","8269819885.19247","8677747608.38401","8925150213.41148","8830780248.57113","8477051707.97686","7514699543.41027","7792390041.95992","8011896469.83656","7959769716.74249","8728758488.44639","9255924021.27763","9948078165.27153","10639275753.1675","11324734004.9744","11964760742.6246","12666639111.0325","14053019226.0891","15984737489.9273","17798045642.4078","19938352012.1209","22698616844.6237","25777607411.1761","29275358077.5655","33103433579.0233","37073010378.8848","40874960811.6237","45187272895.3094","49540813342.4834","52310879190.5434","56146663569.5951","60877582017.3893","65742258214.0691","70339509334.1836","74463144017.5661","79495831532.5896","84424613687.3543","",
Middle East & North Africa (excluding high income),"MNA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","218271221749.278","234352810255.076","256802586221.373","287530350676.139","324239657710.29","355076531398.139","387792424805.762","441415660882.891","472416403741.056","503858973214.942","506464910984.789","584629584542.981","578265365451.756","541690372669.248","524726331004.909","462401707894.562","458045333844.887","530347486371.585","555113837302.704","545558699468.364","563442403437.898","547048075656.298","557135393570.735","552816216168.977","567728835742.938","641229709714.942","632312553244.393","662068606620.627","680549009069.222","690368749431.438","708034175792.483","751162409950.497","775737292132.744","828605825121.671","863957189327.683","902342411978.512","922433891596.406","953176399062.429","979719980060.98","1058215493357.25","1106243519420.06","1167016043893.72","1238250823675.35","1281944541860.53","1314661768046.98","1383902158555.07","1371063328681.77","1409562459109.68","1433061182679.01","1463078282516.88","1477375645927.24","1591158522415.08","1637113836122.93","","",
Montenegro,"MNE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3056198493.45309","3205952424.80414","2904592851.77605","2994635235.51696","3027571513.10566","3085214474.11069","3161809840.05016","3301753218.00368","3439786363.46066","3734452893.54152","3988772862.24909","4276873549.04168","4029024755.40531","4139192052.98013","4272823814.83923","4156441979.12349","4303954683.46629","4380723550.42906","4529248516.19843","4662831394.83271","4882752203.81173","5130691534.68843","",
Mongolia,"MNG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","2497286677.48283","2705613731.30717","2863460263.28829","3033361371.57467","3206653431.95156","3507277015.23814","3628581398.10905","3813928331.23995","3973281722.43507","3846754148.22336","3512334855.63911","3187216784.29068","3086220528.18135","3152092285.02233","3353083144.99786","3428027699.94227","3561608120.97173","3680563574.14778","3793570457.5362","3837047132.18431","3950344027.42331","4137312959.549","4427116613.5692","4897515726.07987","5252765131.74542","5702204050.40528","6286566854.31684","6846094435.54697","6759244954.07071","7189481824.07288","8432599135.69306","9471480157.75525","10574804943.2739","11408652157.2819","11680159346.4038","11816629563.8777","12447287566.1299","13346709757.7255","",
Northern Mariana Islands,"MNP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1456241935.48387","1462189826.30273","1416589330.02481","1237161290.32258","1151908188.58561","1074585607.94045","955627791.563275","788095533.498759","799000000","737538461.538462","741503722.084367","759347394.540943","788095533.498759","815852357.320099","1046828784.11911","1314483870.96774","1056741935.48387","",
Mozambique,"MOZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","2766035611.29298","2904337473.43933","2703938204.05338","2279419850.89498","2131257563.32562","2152570069.07056","2103061043.0184","2412211025.23451","2610012213.02263","2779663125.66758","2807459557.70953","2945025051.86193","2765312332.24347","3058133951.84709","3258023887.35302","3331469545.13273","3704751796.85123","4123397346.74119","4532716982.1292","5063114793.46687","5123290954.54627","5742680267.6349","6276202740.73478","6710920789.31073","7243080088.33866","7723866242.55384","8473243992.44006","9128359828.63955","9793738054.8641","10412094589.7174","11087646867.9421","11908539949.7543","12772914087.8774","13662369644.6317","14673181811.1821","15659700730.2967","16258561247.9705","16866845660.3299","17445070420.668","",
Mauritania,"MRT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","677966548.937138","783254166.303355","788945356.690816","773294514.52239","987426619.713779","1146780791.06824","1149429418.51917","1190431093.43151","1311812716.87475","1328191119.58323","1487387192.73877","1514798049.58171","1503695975.4896","1434755170.0032","1609258860.98289","1526633485.23735","1657101184.78948","1625970986.6129","1617764486.13202","1695256049.48503","1752406694.67616","1812869779.92572","1770450002.63789","1836582365.64271","1777318342.16028","1830544769.91089","1935134397.9484","1971909385.36077","2005834074.52229","2101664510.82993","2064437632.06773","2101351577.94756","2140733548.76712","2266472475.80836","2197101823.37309","2412852837.56715","2553252560.95821","2449981242.85233","2518036939.06268","2712248731.95755","2700575043.72775","2754824112.15346","2773143806.99737","2938929369.48499","3107842085.97215","3386597569.09164","4025618032.49326","4139053371.8809","4183753791.90291","4140155662.2907","4337794152.82681","4541846877.69248","4805050455.86982","5097690457.45975","5382135414.95529","5405525321.83862","5505183438.34287","5674371960.90624","5876054914.26818","",
Mauritius,"MUS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","2180096679.53106","2322841105.09064","2411824643.50012","2496637078.06744","2245443967.9466","2377528906.33552","2508223475.49915","2517849919.57754","2636148220.82606","2819478501.97847","3094153037.12616","3369255415.93678","3598073234.08212","3758732551.08468","4028862765.4688","4207560808.3823","4481586562.00904","4709343611.27396","4904128792.60953","5114404916.35331","5400189879.46706","5707324460.80717","6053869786.88366","6211932229.68292","6721484096.21563","6946488512.70154","7058668650.8395","7476926213.96918","7800678604.8514","7939339024.22559","8325631104.68563","8802441342.01384","9276625562.3588","9584152841.68915","10003670690.3497","10411574171.5084","10775575125.3493","11137678209.4982","11554737009.3588","11965285103.5188","12424504684.6247","12898394192.8271","13385156232.3309","",
Malawi,"MWI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","872749541.986103","939424097.279029","945702876.732628","932547407.179505","957363456.704147","1087722788.7913","1231835576.1672","1321532298.86761","1296118186.52412","1372360522.89006","1378938219.12501","1602582191.64883","1702444681.15787","1741612171.70687","1866589627.5219","1980205649.4029","2079171005.80982","2181425288.08194","2394006666.36985","2499250879.9781","2509416493.28479","2376665369.09906","2436164088.91949","2526757943.393","2662199852.87736","2783888536.99364","2777908674.32139","2823056334.54651","2912753057.24692","2951920547.79592","3119952558.5982","3392331649.9066","3143572711.7413","3448242757.66563","3095136432.65485","3612916160.69726","3877261729.44187","4024303743.786","4181060581.43344","4308260071.48805","4376161603.65002","4158449146.00427","4229142782.05317","4470442420.49297","4712762648.79222","4866809938.68561","5095550005.41576","5584722806.06858","6011380928.01556","6512015360.82591","6959655570.89098","7297481087.69745","7435096950.09592","7821721991.37864","8267560145.18226","8499051829.16497","8710171729.46181","9058581256.68248","9375631600.66637","",
Malaysia,"MYS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","11043462325.8855","11882543930.7019","12645525594.8311","13573555873.1824","14300957697.9121","15399966772.5816","16603737673.3372","17244168158.594","18619906970.262","19530147388.5887","20699327206.4884","22776434433.9888","24914787451.685","27830087065.009","30145177934.4134","30386661335.7572","33900419813.2809","36528739152.5441","38959322083.4611","42601668037.629","45772010380.0066","48949551034.5464","51858697478.46","55101022942.4614","59377848697.2286","58769077154.3524","59498163343.3712","62587267591.3447","68807014797.9928","75040655706.5168","81800713541.69","89608973984.0427","97570837043.2463","107225416100.09","117103066250.66","128613226382.292","141478022476.794","151838092825.433","140663697153.147","149297089131.042","162523121449.194","163364463537.301","172171422650.648","182137564217.193","194492752475.862","204863376672.565","216304682965.447","229929251901.525","241038904256.31","237390711216.665","255016609232.871","268516966253.764","283214119400.206","296507404302.877","314317779640.494","330321318804.135","345019810731.166","364830260267.54","382129075421.241","",
North America,"NAC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3466714825825.06","3549021934573.9","3769519268424.95","3938433234259.07","4169834047643.5","4436373040635.79","4725661740104.95","4846459343669.03","5079873248423.39","5246118915783.86","5248139466269.33","5424280442124.24","5710725416152.9","6039394881081.53","6028598103462.17","6026138175719.89","6353861169688.59","6640197211119.8","6995497279123","7220656931129.18","7219367304098.71","7409308998398.49","7265299247539.79","7583957298563.42","8122731065502.97","8465664219235.97","8748092184484.96","9055890197214.69","9436187670513.25","9770277982034.29","9938430601298.7","9909080665869.5","10234026485870.9","10514914276660.2","10942823335324.5","11236720455139.3","11638703526219.8","12154582106769.3","12681115258921.5","13275156078253.1","13832413889163.6","13975731916008.9","14239547368261.2","14659025583123.8","15217339435620.6","15772104735069.9","16241342410838","16620688474264.7","16616354650598.6","16188353038158.9","16611339953589.4","16894426473991.8","17265971306667.5","17592061059078.1","18030633856313.7","18511007009753.2","18792852235699.6","19223318004116.8","19766783074965.6","",
Namibia,"NAM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","4464968632.93461","4508343548.32799","4490396249.93789","4408516102.6749","4398072701.69139","4418487291.28211","4629128495.61035","4793637035.61658","4832616444.49969","4922439076.37557","5023224044.511","5433401052.82628","5824026868.26081","5732034072.22958","5831191371.21901","6058550338.89341","6251898327.44483","6515734716.94711","6730205700.92531","6956965066.76633","7199915048.00653","7284726349.31044","7633567219.04801","7957214772.43437","8933529058.04812","9159481478.76379","9807347653.76403","10334398853.639","10608240991.1714","10639638297.4614","11282192605.0374","11856607186.6558","12456750940.0066","13156162589.0949","13991799668.839","14843393221.7746","15010109589.8914","14879840293.3525","14798546957.5459","",
New Caledonia,"NCL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Niger,"NER","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2074911282.35302","2169244904.40747","2392215373.12118","2617758924.35145","2621189232.75601","2802569284.48091","2791849535.48439","2795279843.88894","2805999592.88547","2652063975.73311","2733105187.70559","2888326994.84144","2739108157.1956","2272156404.99874","2471543538.41681","2402508546.54281","2418802441.24649","2606612318.90816","2957791091.61675","3169184304.57407","3098434017.81526","3117300854.72286","3167897833.47211","3017392805.84278","2509705754.64979","2703518882.91994","2875463408.54231","2877607246.09151","3076136872.50311","3104865811.08812","3064988299.97033","3141741837.33761","2937011970.98976","2979582134.91216","3098901340.03253","3179651143.12145","3288366375.9136","3378926855.4813","3731087482.7722","3709866611.84474","3657575695.07661","3917422330.59904","4034910606.94488","4248760869.0449","4253009629.94945","4444395063.27005","4702169977.00777","4850127065.45497","5315142490.90555","5277262670.01029","5718664504.91341","5849222100.90347","6542344343.39466","6887022187.41487","7405549054.04187","7726733075.81855","8107346610.48431","8504074484.3097","9055399305.707","",
